PIB File Number,Date Occurred,Originating Bureau,Division level,Division,Unit,Working Status,Shift,Investigation status,Disposition,Service Type,Light Condition,Weather Condition,Use of Force Type,Use of Force Level,Subject Influencing Factors,Use of Force Effective,Officer Race/Ethnicity,Officer Gender,Officer Age,Officer Years of Service,Distance Between,Subject Gender,Subject Ethnicity,Subject Age,Subject Build,Subject Height,Subject Injured,Subject Hospitalized,Subject Arrested,Subject Arrest Charges,Use of Force Reason,Officer Injured
FTN2023-0469,11/20/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,None detected | None detected | None detected,Yes | Yes | Yes,White | Hispanic | Black,Male | Male | Male,41 | 31 | 23,19 | 7 | 2,4 feet to 6 feet | 4 feet to 6 feet | 4 feet to 6 feet,Male | Male | Male,Black | Black | Black,25 | 30 | ,Medium | Medium | Medium,5'4'' to 5'6'' | 5'4'' to 5'6'' | 5'4'' to 5'6'',No | No | No,No | No | No,Yes | Yes | Yes,,Weapon Exhibited,No | No | No
FTN2023-0471,11/22/2023,FOB - Field Operations Bureau,5th District,5th District,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands,L1,Alchohol,Yes,Black,Female,30,8,0 feet to 1 feet,Female,Black,36,Medium,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0472,11/24/2023,FOB - Field Operations Bureau,5th District,5th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Force (Escort Tech),L1,Unknown,Yes,Black,Female,40,2,*Direct Contact,Male,Hispanic,26,Medium,5'10'' to 6'0'',No,No,Yes,,Escape,No
FTN2023-0474,11/24/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Other,Poor,Clear Conditions,Firearm (Exhibited) | Force (Take Down),L1 | L2,None detected,No | Yes,White | White,Male | Male,30 | 30,7 | 7,0 feet to 1 feet,Male,Black,18,Medium,6'1'' to 6'3'',No,Yes,Yes,,Flight from an Officer,No | No
FTN2023-0473,11/24/2023,FOB - Field Operations Bureau,8th District,8th District,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Good,Clear Conditions,Force (Take Down),L2,Unknown,Yes,White,Male,36,8,*Direct Contact,Male,Black,18,Large,6'1'' to 6'3'',Yes,No,Yes,,Other,No
FTN2023-0476,11/24/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown Shift Hours,Initial,Pending,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury) | Takedown (no injury),L1 | L1,Unknown | Unknown,Yes | Yes,Black | White,Male | Male,24 | 26,4 | 4,*Direct Contact | *Direct Contact,Male | Female,Black | Black, | 45,Medium | Medium,5'0'' to 5'3'' | 5'0'' to 5'3'',No | No,No | No,Yes | Yes,,Resisting Lawful Arrest,No | No
FTN2023-0479,11/25/2023,ISB - Investigative Services Bureau,SID,Intelligence,Other,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Special Event,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,57,26,1 feet to 3 feet,Male,Black,24,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0475,11/25/2023,FOB - Field Operations Bureau,8th District,8th District,Bourbon Street,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,50,16,0 feet to 1 feet,Male,Black,27,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0477,11/26/2023,FOB - Field Operations Bureau,7th District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Hands,L1,None detected,Yes,Black,Male,26,5,11 feet to 14 feet,Female,Black,24,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2023-0482,11/26/2023,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,White,Male,26,4,1 feet to 3 feet,Male,Black,39,Small,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0478,11/27/2023,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Other,Poor,Rainy Conditions - Light,Firearm (Exhibited) | Vehicle as Weapon,L1 | L4,Unknown | Unknown,Yes | Yes,Black | Black,Male | Male,27 | 27,4 | 4,11 feet to 14 feet | 11 feet to 14 feet,Male | Male,Black | Black,15 | 17,Large | Large,5'4'' to 5'6'' | 5'4'' to 5'6'',Yes | Yes,Yes | Yes,Yes | Yes,,Flight from an Officer,No | No
FTN2023-0480,11/28/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Other,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Hispanic,Male,31,7,11 feet to 14 feet,Male,Black,37,Medium,5'7'' to 5'9'',No,No,Yes,,Tactical Deployments,No
FTN2023-0481,11/29/2023,FOB - Field Operations Bureau,Special Operations Division,Tactical Section,Unknown Assignment,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,35,14,0 feet to 1 feet,Male,Black,57,Medium,5'7'' to 5'9'',No,No,No,,Resisting Mental Commitment,No
FTN2023-0483,11/30/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Poor,Rainy Conditions - Light,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,None detected,Yes | Yes,Asian/Pacific Islander | Black,Male | Male,35 | 23,3 | 2,11 feet to 14 feet,Male,Black,25,Medium,5'10'' to 6'0'',No,No,No,,Flight from an Officer,No | No
FTN2023-0484,12/01/2023,FOB - Field Operations Bureau,8th District,DIU Persons,DIU Persons DIU,Regular Working,Between 7pm - 7am,Initial,Pending,Call for Service,Good,Clear Conditions,Hands | Force (Escort Tech),L1 | L1,Alchohol,Yes | Yes,White | Asian/Pacific Islander,Male | Male,36 | 27,8 | 5,*Direct Contact,Female,Black,35,Large,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0485,12/01/2023,FOB - Field Operations Bureau,4th District,4th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Traffic Stop,Good,Rainy Conditions - Light,Firearm (Exhibited),L1,None detected,Yes,White,Male,36,9,*Direct Contact,Male,Black,17,Small,5'7'' to 5'9'',No,No,Yes,,Flight from an Officer,No
FTN2023-0486,12/02/2023,FOB - Field Operations Bureau,1st District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Foggy Condition,CEW Deployment,L2,Mentally unstable,Yes,Hispanic,Male,40,7,4 feet to 6 feet,Male,Race-Unknown,39,Medium,5'10'' to 6'0'',No,Yes,Yes,,refuse verbal commands,No
FTN2023-0489,12/06/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury) | Firearm (Exhibited),L1 | L1,None detected,Yes | No,Black | White,Male | Female,23 | 25,2 | 2,*Direct Contact,Male,Black,43,Medium,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No | No
FTN2023-0491,12/08/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (w/injury) | Takedown (w/injury),L2 | L2,Unknown | Unknown,Yes | Yes,Black | Black,Male | Male,29 | 34,7 | 5,0 feet to 1 feet | 0 feet to 1 feet, | Male, | Black, | 16,Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'',Yes | Yes,Yes | Yes,Yes | Yes,,Resisting Lawful Arrest,No | No
FTN2023-0492,12/11/2023,FOB - Field Operations Bureau,2nd District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified With Policy Violation,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Other | - Hands (with injury) | Head Strike (No Wep) | Other,L1 | L1 | L1 | L2 | L3 | L1,Unknown,No | No | Yes | Yes | Yes | Yes,White | Hispanic | Hispanic | Black | Black | White,Male | Male | Male | Male | Male | Female,31 | 31 | 31 | 23 | 23 | 25,7 | 7 | 7 | 2 | 2 | 2,1 feet to 3 feet,Male,Black,35,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No | No | No | No | No
FTN2023-0494,12/12/2023,FOB - Field Operations Bureau,8th District,Day Watch,Day Watch,Regular Working,Between 7am-3pm,Completed,UOF Justified With Training,Call for Service,Good,Clear Conditions,CEW Deployment | CEW,L2 | L4,Unknown,Yes | Yes,White | White,Male | Male,29 | 50,0 | 1,1 feet to 3 feet,Male,Hispanic,27,Medium,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0495,12/13/2023,FOB - Field Operations Bureau,5th District,Day Watch,Day Watch,Unknown Working Status,Between 7am - 7pm,Completed,UOF Justified,Flagged Down,Good,Clear Conditions,CEW Deployment,L2,Mentally unstable,Yes,Black,Female,40,2,11 feet to 14 feet,Male,Black,,Medium,5'7'' to 5'9'',No,Yes,Yes,,Other,No
FTN2023-0496,12/13/2023,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Paid Detail,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,31,8,0 feet to 1 feet,Female,Black,39,Small,5'4'' to 5'6'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0497,12/14/2023,ISB - Investigative Services Bureau,Special Investigations Division,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited) | Distraction Device,L1 | L2,Unknown,Yes | Yes,White | White,Male | Male,35 | 29,7 | 3,19 feet to 21 feet,Male,Black,33,Large,5'10'' to 6'0'',No,No,No,,Tactical Deployments,No | No
FTN2023-0498,12/15/2023,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Force (Take Down),L2,Mentally unstable,Yes,Black,Male,41,15,0 feet to 1 feet,Female,White,19,Medium,5'4'' to 5'6'',No,Yes,No,,Resisting Mental Commitment,No
FTN2023-0500,12/17/2023,FOB - Field Operations Bureau,5th District,Staff,Staff Other,Unknown Working Status,Unknown Shift Hours,Initial,Pending,Flagged Down,Good,Clear Conditions,CEW Deployment,L2,Unknown,Yes,Black,Male,41,16,1 feet to 3 feet,Male,Black,33,Medium,5'10'' to 6'0'',Yes,Yes,Yes,,Resisting Lawful Detention,No
FTN2023-0501,12/17/2023,FOB - Field Operations Bureau,5th District,5th District,Investigations,Regular Working,Between 7am - 7pm,Completed,UOF Justified With Policy Violation,Special Event,Good,Clear Conditions,Hands | Firearm (Exhibited),L1 | L1,None detected | None detected,Yes | Yes,Black | Black,Female | Female,36 | 33,6 | 1,1 feet to 3 feet | 1 feet to 3 feet,Male | Male,Black | Black,24 | 22,Medium | Medium,5'10'' to 6'0'' | 5'10'' to 6'0'',No | No,No | No,Yes | Yes,,Resisting Lawful Detention,No | No
FTN2023-0504,12/18/2023,FOB - Field Operations Bureau,Districts,5th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,Unknown,Yes,Black,Male,40,15,11 feet to 14 feet,Male,Black,0,Small,5'4'' to 5'6'',No,Yes,Yes,,Resisting Lawful Arrest,No
FTN2023-0503,12/18/2023,FOB - Field Operations Bureau,7th District,7th District,Night Watch,AWP Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands,L1 | L1,Unknown,Yes | Yes,Black | Black,Male | Male,26 | 24,5 | 3,0 feet to 1 feet,,,,Small,5'7'' to 5'9'',No,No,No,,Other,No | No
FTN2023-0507,12/20/2023,FOB - Field Operations Bureau,3rd District,3rd District,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Takedown (no injury) | Takedown (no injury),L1 | L1 | L1 | L1,None detected,Yes | Yes | Yes | Yes,White | White | White | Black,Male | Male | Male | Male,41 | 52 | 26 | 27,16 | 19 | 4 | 4,*Direct Contact,Male,Black,29,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Flight from an Officer,No | No | No | No
FTN2023-0508,12/20/2023,FOB - Field Operations Bureau,Communications,FOB,APR,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Serving a Warrant,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1 | L1,Unknown | Unknown | Unknown | Unknown | Unknown | Unknown,Yes | Yes | Yes | Yes,Black | Black | White | White,Male | Male | Male | Male,43 | 26 | 29 | 43,17 | 4 | 3 | 3,7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet | 7 feet to 10 feet,Female | Male | Male | Male | Male | Male,Black | Black | Black | Black | Black | Black,26 | 26 | 15 | 25 | 42 | 20,Medium | Medium | Medium | Medium | Medium | Medium,5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'' | 5'7'' to 5'9'',No | No | No | No | No | No,No | No | No | No | No | No,Yes | Yes | Yes | Yes | Yes | Yes,,Tactical Deployments,No | No | No | No
FTN2023-0509,12/20/2023,FOB - Field Operations Bureau,Districts,6th District,Investigations,Regular Working,Between 7am-3pm,Completed,UOF Justified,Traffic Stop,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Asian/Pacific Islander,Male,31,8,19 feet to 21 feet,Male,Black,26,Medium,6'1'' to 6'3'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0510,12/20/2023,FOB - Field Operations Bureau,SOD,Tactical Section,Tact 1,Regular Working,Between 3pm-11pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,CEW Deployment,L2,None detected,Yes,White,Male,29,3,1 feet to 3 feet,Male,Black,20,Medium,5'7'' to 5'9'',No,Yes,Yes,,Flight from an Officer,No
FTN2023-0515,12/21/2023,FOB - Field Operations Bureau,7th District,7th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified With Policy Violation,Traffic Stop,Poor,Clear Conditions,Hands,L1,Unknown,Yes,Black,Male,27,5,1 feet to 3 feet,Male,Black,26,Small,5'4'' to 5'6'',No,No,Yes,,Flight from an Officer,No
FTN2023-0516,12/21/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Between 3pm-11pm,Initial,Pending,Other,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited) | Firearm (Exhibited),L1 | L1 | L1,None detected,No | No | No,Black | White | Black,Male | Male | Male,39 | 28 | 45,16 | 5 | 4,4 feet to 6 feet,Male,Black,29,Medium,5'10'' to 6'0'',No,No,Yes,,Other,No | No | No
FTN2023-0517,12/22/2023,FOB - Field Operations Bureau,Districts,5th District,Patrol,Regular Working,Between 7pm - 7am,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,Black | Hispanic,Male | Male,39 | 31,0 | 3,0 feet to 1 feet,Male,Hispanic,24,Small,5'4'' to 5'6'',No,No,Yes,,Other,No | No
FTN2023-0519,12/23/2023,FOB - Field Operations Bureau,7th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Flagged Down,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,White,Male,29,5,0 feet to 1 feet,Female,White,,Small,5'0'' to 5'3'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0518,12/23/2023,FOB - Field Operations Bureau,5th District,5th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,- Hands (with injury) | - Hands (with injury),L2 | L2,Unknown,Yes | Yes,White | Black,Male | Male,57 | 40,32 | 15,*Direct Contact,Male,Black,50,Small,5'7'' to 5'9'',Yes,No,Yes,,Resisting Lawful Arrest,No | No
FTN2023-0520,12/25/2023,FOB - Field Operations Bureau,6th District,Day Watch,Day Watch,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Alchohol,Yes | Yes | Yes,White | Hispanic | Hispanic,Male | Male | Female,52 | 33 | 29,15 | 5 | 0,1 feet to 3 feet,Male,Black,55,Medium,6'1'' to 6'3'',No,No,Yes,,Resisting Lawful Detention,No | No | No
FTN2023-0521,12/25/2023,FOB - Field Operations Bureau,1st District,Night Watch,Night Watch,Regular Working,Between 7pm - 7am,Initial,Pending,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,Black | White,Male | Male,39 | 28,16 | 5,4 feet to 6 feet,Male,Black,17,Small,5'4'' to 5'6'',No,No,Yes,,Other,No | No
FTN2023-0522,12/26/2023,FOB - Field Operations Bureau,8th District,Day Watch,Adminstrative Staff,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Firearm (Exhibited) | Firearm (Exhibited),L1 | L1,Unknown,Yes | Yes,White | White,Male | Male,43 | 48,20 | 25,15 feet to 18 feet,Male,Black,27,Medium,5'7'' to 5'9'',No,No,Yes,,Weapon Exhibited,No | No
FTN2023-0523,12/26/2023,FOB - Field Operations Bureau,8th District,8th District,Patrol,Regular Working,Between 7am - 7pm,Initial,Pending,Call for Service,Good,Clear Conditions,Hands | Hands | Hands | Hands | Hands,L1 | L1 | L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes | Yes | Yes,White | White | Black | White | White,Male | Male | Female | Male | Female,49 | 45 | 45 | 61 | 28,15 | 19 | 19 | 26 | 4,*Direct Contact,Male,Black,49,Large,5'7'' to 5'9'',No,Yes,No,,Resisting Mental Commitment,No | No | No | No | No
FTN2023-0524,12/26/2023,FOB - Field Operations Bureau,6th District,6th District,Patrol,Regular Working,Between 7am - 7pm,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Firearm (Exhibited),L1,None detected,Yes,Black,Male,28,0,11 feet to 14 feet,Male,Black,39,Medium,5'4'' to 5'6'',No,No,Yes,,Weapon Exhibited,No
FTN2023-0525,12/27/2023,FOB - Field Operations Bureau,SOD,Tact 1,Tact 1,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Poor,Clear Conditions,CEW Deployment,L2,Unknown,Yes,Black,Male,29,7,22 feet to 25 feet,Male,Black,25,Small,5'10'' to 6'0'',No,Yes,Yes,,Flight from an Officer,No
FTN2023-0526,12/28/2023,FOB - Field Operations Bureau,5th District,Night Watch,Night Watch,Regular Working,Between 11pm-7am,Completed,UOF Justified,Call for Service,Poor,Clear Conditions,Hands | CEW Deployment | Force (Escort Tech) | Hands,L1 | L2 | L1 | L1,Unknown,No | Yes | No | No,Black | Black | Black | White,Male | Female | Male | Male,36 | 33 | 29 | 21,11 | 1 | 3 | 1,*Direct Contact,Male,Black,22,Small,5'7'' to 5'9'',Yes,Yes,Yes,,Resisting Lawful Detention,No | No | No | No
FTN2023-0033,01/16/2023,ISB - Investigative Services Bureau,CID,Sex Crimes Child Abuse,,Unknown Working Status,Unknown Shift Hours,Completed,UOF Not Justified,Call for Service,Good,Clear Conditions,CEW Deployment,L2,None detected,Yes,Black,Male,27,4,7 feet to 10 feet,Male,Black,37,Medium,5'10'' to 6'0'',No,Yes,Yes,,Flight from an Officer,No
FTN2023-0034,01/17/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Force (Take Down),L2,Alchohol and unknown drugs,Yes,Black,Male,47,18,1 feet to 3 feet,Male,Black,33,Medium,6'1'' to 6'3'',Yes,Yes,Yes,,refuse verbal commands,No
FTN2023-0073,02/11/2023,FOB - Field Operations Bureau,8th District,Gen Assignment,Gen Assignment Other,Regular Working,Unknown Shift Hours,Completed,UOF Justified,Pedestrian Stop,Good,Clear Conditions,Takedown (no injury),L1,None detected,Yes,White,Male,26,4,0 feet to 1 feet,Male,Black,17,Small,5'7'' to 5'9'',No,No,Yes,,Resisting Lawful Arrest,No
FTN2023-0077,02/11/2023,FOB - Field Operations Bureau,4th District,Day Watch,Day Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Call for Service,Good,Clear Conditions,Takedown (no injury),L1,Mentally unstable,Yes,Black,Male,47,18,0 feet to 1 feet,Male,Black,15,Medium,5'10'' to 6'0'',No,Yes,No,,Other,No
FTN2023-0121,03/02/2023,FOB - Field Operations Bureau,2nd District,Night Watch,Night Watch,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Other,Good,Clear Conditions,Hands | Hands | Hands,L1 | L1 | L1,Mentally unstable,Yes | Yes | Yes,Black | Black | Black,Male | Male | Male,55 | 48 | 28,26 | 9 | 7,0 feet to 1 feet,Female,White,39,Medium,6'1'' to 6'3'',No,Yes,No,,Other,No | No | No
FTN2023-0160,03/24/2023,FOB - Field Operations Bureau,8th District,DIU Property,DIU Property DIU,Unknown Working Status,Unknown Shift Hours,Completed,UOF Justified,Arresting,Good,Clear Conditions,Takedown (no injury),L1,Unknown,Yes,Black,Male,36,6,0 feet to 1 feet,Male,Black,18,Large,5'10'' to 6'0'',No,No,Yes,,Resisting Lawful Arrest,No
